E00170:22:H00WVALXX:1:2217:10094:13175	1000711	1000766	55
E00170:22:H00WVALXX:1:2217:9840:13228	1000712	1000767	55
E00121:9:H00UWALXX:7:1119:2441:54911	1000686	1000768	82
E00170:22:H00WVALXX:1:2109:30293:29455	1000695	1000771	76
E00121:9:H00UWALXX:7:1116:2542:24392	1000727	1000772	45
E00170:22:H00WVALXX:1:1120:6125:47686	1000742	1000775	33
E00121:9:H00UWALXX:7:1108:27085:47105	1000726	1000776	50
E00170:22:H00WVALXX:1:1111:27329:31248	1000638	1000777	139
E00170:22:H00WVALXX:1:2203:32282:53259	1000755	1000785	30
E00125:9:H05MEALXX:7:2218:20193:48705	1000683	1000787	104
E00125:9:H05MEALXX:7:2210:17930:28787	1000720	1000788	68
E00121:9:H00UWALXX:7:1110:27928:30176	1000751	1000789	38
E00170:22:H00WVALXX:1:1110:18163:26800	1000737	1000792	55
E00121:9:H00UWALXX:7:1121:8277:2785	1000745	1000794	49
E00125:9:H05MEALXX:7:1123:15545:14283	1000773	1000798	25
E00121:9:H00UWALXX:7:1109:30709:55562	1000754	1000799	45
E00121:9:H00UWALXX:7:1119:21208:4473	1000722	1000803	81
E00121:9:H00UWALXX:7:1106:5618:50252	1000730	1000804	74
E00170:22:H00WVALXX:1:1210:25542:60713	1000753	1000805	52
E00170:22:H00WVALXX:1:1109:2857:47897	1000681	1000806	125
E00125:9:H05MEALXX:7:1124:19087:56353	1000696	1000807	111
E00170:22:H00WVALXX:1:2119:27248:11136	1000693	1000810	117
E00170:22:H00WVALXX:1:1112:22112:34237	1000721	1000811	90
E00125:9:H05MEALXX:7:2110:24588:61943	1000736	1000816	80
E00170:22:H00WVALXX:1:1222:31754:10644	1000725	1000819	94
E00170:22:H00WVALXX:1:2219:18833:61504	1000779	1000823	44
E00170:22:H00WVALXX:1:1209:28384:17324	1000740	1000824	84
E00121:9:H00UWALXX:7:1114:18326:48283	1000744	1000825	81
E00125:9:H05MEALXX:7:1209:16610:61873	1000769	1000827	58
E00170:22:H00WVALXX:1:1211:5750:1748	1000746	1000829	83
E00121:9:H00UWALXX:7:1105:32160:8640	1000708	1000834	126
E00170:22:H00WVALXX:1:1122:8927:22616	1000735	1000839	104
E00170:22:H00WVALXX:1:2206:12114:1344	1000738	1000842	104
E00170:22:H00WVALXX:1:1120:28171:24831	1000770	1000850	80
E00121:9:H00UWALXX:7:1115:4644:21350	1000750	1000851	101
E00170:22:H00WVALXX:1:1105:16357:38333	1000734	1000857	123
E00170:22:H00WVALXX:1:1115:16306:40847	1000837	1000858	21
E00170:22:H00WVALXX:1:2122:28029:14002	1000743	1000859	116
E00170:22:H00WVALXX:1:2208:12835:63068	1000838	1000860	22
E00170:22:H00WVALXX:1:1121:29308:67868	1000780	1000862	82
E00170:22:H00WVALXX:1:2123:24192:4157	1000820	1000864	44
E00125:9:H05MEALXX:7:2103:14164:37524	1000782	1000870	88
E00125:9:H05MEALXX:7:2119:11952:32883	1000783	1000871	88
E00170:22:H00WVALXX:1:2113:16519:61855	1000795	1000872	77
E00125:9:H05MEALXX:7:1206:12155:27750	1000791	1000874	83
E00125:9:H05MEALXX:7:1221:2593:9536	1000784	1000875	91
E00121:9:H00UWALXX:7:1108:10419:21579	1000790	1000878	88
E00170:22:H00WVALXX:1:2124:30729:52503	1000808	1000881	73
E00125:9:H05MEALXX:7:1108:25360:54665	1000854	1000882	28
E00170:22:H00WVALXX:1:2118:22609:48776	1000855	1000883	28
